label,count,cluster_id,anchor_key,anchor_display,anchor_category,value_type,reason,normalized
ATM Địa điểm,1,591,ATM_IA_IEM,ATM Địa điểm,contact,TEXT,cluster->new_anchor,atm đia điem
ATM Location,10,136,ATM_LOCATION,ATM Location,contact,TEXT,cluster->new_anchor,atm location
ATM Locator,7,177,ATM_LOCATOR,ATM Locator,contact,TEXT,cluster->new_anchor,atm locator
ATM Locator App,1,177,ATM_LOCATOR,ATM Locator,contact,TEXT,cluster->new_anchor,atm locator app
ATM Near Me,1,588,ATM_NEAR_ME,ATM Near Me,contact,TEXT,cluster->new_anchor,atm near me
ATM Support Phone Number,1,589,ATM_SUPPORT_PHONE_NUMBER,ATM Support Phone Number,contact,PHONE,cluster->new_anchor,atm support phone number
ATM tìm kiếm Website,1,590,ATM_TIM_KIEM_WEBSITE,ATM tìm kiếm Website,contact,URL,cluster->new_anchor,atm tim kiem url
Đặt email hỗ trợ khách hàng,1,1428,AT_EMAIL_HO_TRO_KHACH_HANG,Đặt email hỗ trợ khách hàng,contact,EMAIL,cluster->new_anchor,đat email support customer
Đặt hàng hỗ trợ email,1,1430,AT_HANG_HO_TRO_EMAIL,Đặt hàng hỗ trợ email,contact,EMAIL,cluster->new_anchor,đat hang support email
Đặt hủy dịch vụ,1,1432,AT_HUY_DICH_VU,Đặt hủy dịch vụ,contact,TEXT,cluster->new_anchor,đat huy service
Đặt hủy dịch vụ email,1,1432,AT_HUY_DICH_VU,Đặt hủy dịch vụ,contact,EMAIL,cluster->new_anchor,đat huy service email
Đặt hủy dịch vụ số điện thoại,1,1433,AT_HUY_DICH_VU_SO_IEN_THOAI,Đặt hủy dịch vụ số điện thoại,contact,TEXT,cluster->new_anchor,đat huy service so đien thoai
Banking Customer Support,1,626,BANKING_CUSTOMER_SUPPORT,Banking Customer Support,contact,TEXT,cluster->new_anchor,banking customer support
Bank Branch,4,262,BANK_BRANCH,Bank Branch,contact,TEXT,cluster->new_anchor,bank branch
Bank Branch Location,2,262,BANK_BRANCH,Bank Branch,contact,TEXT,cluster->new_anchor,bank branch location
Bank Location,1,262,BANK_BRANCH,Bank Branch,contact,TEXT,cluster->new_anchor,bank location
Bank Customer Support Working Hours,1,614,BANK_CUSTOMER_SUPPORT_WORKING_HOURS,Bank Customer Support Working Hours,contact,HOURS,cluster->new_anchor,bank customer support hours
Bank Hỗ trợ Điện thoại Số điện thoại,1,615,BANK_HO_TRO_IEN_THOAI_SO_IEN_THOAI,Bank Hỗ trợ Điện thoại Số điện thoại,contact,TEXT,cluster->new_anchor,bank support đien thoai so đien thoai
Bank Khách hàng Dịch vụ Điện thoại Số,3,321,BANK_KHACH_HANG_DICH_VU_IEN_THOAI_SO,Bank Khách hàng Dịch vụ Điện thoại Số,contact,TEXT,cluster->new_anchor,bank customer service đien thoai so
Trang dịch vụ điện thoại của khách hàng,2,321,BANK_KHACH_HANG_DICH_VU_IEN_THOAI_SO,Bank Khách hàng Dịch vụ Điện thoại Số,contact,TEXT,cluster->new_anchor,trang service đien thoai cua customer
Trang dịch vụ Điện thoại số,1,321,BANK_KHACH_HANG_DICH_VU_IEN_THOAI_SO,Bank Khách hàng Dịch vụ Điện thoại Số,contact,TEXT,cluster->new_anchor,trang service đien thoai so
Trang dịch vụ điện thoại số,1,321,BANK_KHACH_HANG_DICH_VU_IEN_THOAI_SO,Bank Khách hàng Dịch vụ Điện thoại Số,contact,TEXT,cluster->new_anchor,trang service đien thoai so
Bank Khách hàng Dịch vụ Số,1,617,BANK_KHACH_HANG_DICH_VU_SO,Bank Khách hàng Dịch vụ Số,contact,TEXT,cluster->new_anchor,bank customer service so
Branch Location,3,323,BRANCH_LOCATION,Branch Location,contact,TEXT,cluster->new_anchor,branch location
Branch Locations,6,201,BRANCH_LOCATIONS,Branch Locations,contact,TEXT,cluster->new_anchor,branch locations
Bank Branch Locations,2,201,BRANCH_LOCATIONS,Branch Locations,contact,TEXT,cluster->new_anchor,bank branch locations
Branch Locations.,1,633,BRANCH_LOCATIONS,Branch Locations.,contact,TEXT,cluster->new_anchor,branch locations.
Branch Locator,7,179,BRANCH_LOCATOR,Branch Locator,contact,TEXT,cluster->new_anchor,branch locator
Bank/Branch Name,1,623,BRANCH_NAME,Branch Name,contact,TEXT,cluster->new_anchor,bank branch name
Branch Name,1,623,BRANCH_NAME,Branch Name,contact,TEXT,cluster->new_anchor,branch name
Branch Open Hours,1,634,BRANCH_OPEN_HOURS,Branch Open Hours,contact,HOURS,cluster->new_anchor,branch open hours
Branch Working Hours,1,634,BRANCH_OPEN_HOURS,Branch Open Hours,contact,HOURS,cluster->new_anchor,branch hours
Branch Operating Hours,1,635,BRANCH_OPERATING_HOURS,Branch Operating Hours,contact,HOURS,cluster->new_anchor,branch operating hours
Branch Support Phone Number,2,417,BRANCH_SUPPORT_PHONE_NUMBER,Branch Support Phone Number,contact,PHONE,cluster->new_anchor,branch support phone number
Branch Website URL,2,418,BRANCH_WEBSITE_URL,Branch Website URL,contact,URL,cluster->new_anchor,branch url url
Các giờ làm việc hỗ trợ khách hàng,1,781,CAC_GIO_LAM_VIEC_HO_TRO_KHACH_HANG,Các giờ làm việc hỗ trợ khách hàng,contact,HOURS,cluster->new_anchor,cac hours support customer
Các Hỗ trợ Email,2,450,CAC_HO_TRO_EMAIL,Các Hỗ trợ Email,contact,EMAIL,cluster->new_anchor,cac support email
Email Hỗ trợ,1,450,CAC_HO_TRO_EMAIL,Các Hỗ trợ Email,contact,EMAIL,cluster->new_anchor,email support
"Customer hỗ trợ khách hàng, hoặc hỗ trợ khách hàng của chúng tôi.",1,771,CAC_HO_TRO_KHACH_HANG_CUA_CHUNG_TOI,Các hỗ trợ khách hàng của chúng tôi.,contact,TEXT,cluster->new_anchor,customer support customer hoac support customer cua chung toi.
Các hỗ trợ khách hàng của chúng tôi.,1,771,CAC_HO_TRO_KHACH_HANG_CUA_CHUNG_TOI,Các hỗ trợ khách hàng của chúng tôi.,contact,TEXT,cluster->new_anchor,cac support customer cua chung toi.
Điều hỗ trợ khách hàng của chúng tôi.,1,771,CAC_HO_TRO_KHACH_HANG_CUA_CHUNG_TOI,Các hỗ trợ khách hàng của chúng tôi.,contact,TEXT,cluster->new_anchor,đieu support customer cua chung toi.
Các Hỗ trợ Kinh doanh,1,779,CAC_HO_TRO_KINH_DOANH,Các Hỗ trợ Kinh doanh,contact,TEXT,cluster->new_anchor,cac support kinh doanh
Các khoản hỗ trợ điện thoại,2,452,CAC_KHOAN_HO_TRO_IEN_THOAI,Các khoản hỗ trợ điện thoại,contact,TEXT,cluster->new_anchor,cac khoan support đien thoai
Điều khoản hỗ trợ điện thoại,2,452,CAC_KHOAN_HO_TRO_IEN_THOAI,Các khoản hỗ trợ điện thoại,contact,TEXT,cluster->new_anchor,đieu khoan support đien thoai
Câu thuẫn khách hàng,1,793,CAU_THUAN_KHACH_HANG,Câu thuẫn khách hàng,contact,TEXT,cluster->new_anchor,cau thuan customer
Chat Hỗ trợ,1,665,CHAT_HO_TRO,Chat Hỗ trợ,contact,TEXT,cluster->new_anchor,chat support
Các Hỗ trợ Chat,1,665,CHAT_HO_TRO,Chat Hỗ trợ,contact,TEXT,cluster->new_anchor,cac support chat
Chuyến dịch vụ hỗ trợ của chúng tôi!,1,670,CHUYEN_DICH_VU_HO_TRO_CUA_CHUNG_TOI,Chuyến dịch vụ hỗ trợ của chúng tôi!,contact,TEXT,cluster->new_anchor,chuyen service support cua chung toi!
Chuyết minh dịch vụ Email Địa chỉ,1,671,CHUYET_MINH_DICH_VU_EMAIL_IA_CHI,Chuyết minh dịch vụ Email Địa chỉ,contact,EMAIL,cluster->new_anchor,chuyet minh service email đia chi
Chuyết minh/Service,1,672,CHUYET_MINH_SERVICE,Chuyết minh/Service,contact,TEXT,cluster->new_anchor,chuyet minh service
Client Service Chat,1,677,CLIENT_SERVICE_CHAT,Client Service Chat,contact,TEXT,cluster->new_anchor,client service chat
Client Service Email Address,7,182,CLIENT_SERVICE_EMAIL_ADDRESS,Client Service Email Address,contact,EMAIL,cluster->new_anchor,client service email address
Client Service Email,4,182,CLIENT_SERVICE_EMAIL_ADDRESS,Client Service Email Address,contact,EMAIL,cluster->new_anchor,client service email
Client Service Phone Number,1,678,CLIENT_SERVICE_PHONE_NUMBER,Client Service Phone Number,contact,PHONE,cluster->new_anchor,client service phone number
Client Service Working Hours,1,679,CLIENT_SERVICE_WORKING_HOURS,Client Service Working Hours,contact,HOURS,cluster->new_anchor,client service hours
Công ty dịch vụ,2,460,CONG_TY_DICH_VU,Công ty dịch vụ,contact,TEXT,cluster->new_anchor,cong ty service
Công ty Dịch vụ Điện thoại Số,1,812,CONG_TY_DICH_VU_IEN_THOAI_SO,Công ty Dịch vụ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty service đien thoai so
Công ty Dịch vụ Điện thoại số.,1,812,CONG_TY_DICH_VU_IEN_THOAI_SO,Công ty Dịch vụ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty service đien thoai so.
Công ty dịch vụ tiền mặt,4,277,CONG_TY_DICH_VU_TIEN_MAT,Công ty dịch vụ tiền mặt,contact,TEXT,cluster->new_anchor,cong ty service tien lost
Công ty dịch vụ tiền gửi,1,277,CONG_TY_DICH_VU_TIEN_MAT,Công ty dịch vụ tiền mặt,contact,TEXT,cluster->new_anchor,cong ty service tien gui
Công ty tiền gửi,1,277,CONG_TY_DICH_VU_TIEN_MAT,Công ty dịch vụ tiền mặt,contact,TEXT,cluster->new_anchor,cong ty tien gui
Công ty tiền gửi số,1,277,CONG_TY_DICH_VU_TIEN_MAT,Công ty dịch vụ tiền mặt,contact,TEXT,cluster->new_anchor,cong ty tien gui so
Công ty tiền mặt,1,277,CONG_TY_DICH_VU_TIEN_MAT,Công ty dịch vụ tiền mặt,contact,TEXT,cluster->new_anchor,cong ty tien lost
Công ty Email,2,455,CONG_TY_EMAIL,Công ty Email,contact,EMAIL,cluster->new_anchor,cong ty email
Công ty Dịch vụ Email,1,455,CONG_TY_EMAIL,Công ty Email,contact,EMAIL,cluster->new_anchor,cong ty service email
Công ty Hỗ trợ Công việc,1,813,CONG_TY_HO_TRO_CONG_VIEC,Công ty Hỗ trợ Công việc,contact,TEXT,cluster->new_anchor,cong ty support cong viec
Công ty Hỗ trợ Công việc Hành Trình,1,813,CONG_TY_HO_TRO_CONG_VIEC,Công ty Hỗ trợ Công việc,contact,TEXT,cluster->new_anchor,cong ty support cong viec hanh trinh
Công ty hỗ trợ Email Address,1,825,CONG_TY_HO_TRO_EMAIL_ADDRESS,Công ty hỗ trợ Email Address,contact,EMAIL,cluster->new_anchor,cong ty support email address
Công ty Hỗ trợ với các giờ làm việc,1,815,CONG_TY_HO_TRO_HOURS_WORK,Công ty hỗ trợ Hours Work,contact,HOURS,cluster->new_anchor,cong ty support voi cac hours
Công ty hỗ trợ Hours Work,1,815,CONG_TY_HO_TRO_HOURS_WORK,Công ty hỗ trợ Hours Work,contact,HOURS,cluster->new_anchor,cong ty support hours work
Công ty Hỗ trợ Điện thoại Số,36,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support đien thoai so
Công ty Hỗ trợ số điện thoại,15,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support so đien thoai
Công ty Hỗ trợ Điện thoại số,14,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support đien thoai so
Công ty vay số điện thoại,7,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty vay so đien thoai
Công ty Hỗ trợ Điện thoại,6,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support đien thoai
Công ty Hỗ trợ Điện thoại số.,3,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support đien thoai so.
Công ty Hỗ trợ Điện thoại Số.,1,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support đien thoai so.
Công ty hỗ trợ Điện thoại Số,1,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support đien thoai so
Công ty hỗ trợ điện thoại,1,49,CONG_TY_HO_TRO_IEN_THOAI_SO,Công ty Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,cong ty support đien thoai
Công ty Hỗ trợ Thời gian làm việc,6,209,CONG_TY_HO_TRO_THOI_GIAN_LAM_VIEC,Công ty Hỗ trợ Thời gian làm việc,contact,HOURS,cluster->new_anchor,cong ty support hours
Công ty Hỗ trợ,4,209,CONG_TY_HO_TRO_THOI_GIAN_LAM_VIEC,Công ty Hỗ trợ Thời gian làm việc,contact,TEXT,cluster->new_anchor,cong ty support
Công ty hỗ trợ giờ làm việc,2,209,CONG_TY_HO_TRO_THOI_GIAN_LAM_VIEC,Công ty Hỗ trợ Thời gian làm việc,contact,HOURS,cluster->new_anchor,cong ty support hours
Công ty Hỗ trợ Hours,1,209,CONG_TY_HO_TRO_THOI_GIAN_LAM_VIEC,Công ty Hỗ trợ Thời gian làm việc,contact,HOURS,cluster->new_anchor,cong ty support hours
Công ty Hỗ trợ Hours Mobile app,1,209,CONG_TY_HO_TRO_THOI_GIAN_LAM_VIEC,Công ty Hỗ trợ Thời gian làm việc,contact,HOURS,cluster->new_anchor,cong ty support hours mobile app
Công ty hỗ trợ Hours,1,209,CONG_TY_HO_TRO_THOI_GIAN_LAM_VIEC,Công ty Hỗ trợ Thời gian làm việc,contact,HOURS,cluster->new_anchor,cong ty support hours
Công ty thuê nhà,7,189,CONG_TY_THUE_NHA,Công ty thuê nhà,contact,TEXT,cluster->new_anchor,cong ty thue nha
Nhà công ty,5,189,CONG_TY_THUE_NHA,Công ty thuê nhà,contact,TEXT,cluster->new_anchor,nha cong ty
Công ty Dịch vụ thuê nhà,1,189,CONG_TY_THUE_NHA,Công ty thuê nhà,contact,TEXT,cluster->new_anchor,cong ty service thue nha
Contact Bank's Customer Service,1,690,CONTACT_BANK_S_CUSTOMER_SERVICE,Contact Bank's Customer Service,contact,TEXT,cluster->new_anchor,contact bank s customer service
Contact Support Number,1,700,CONTACT_SUPPORT_NUMBER,Contact Support Number,contact,TEXT,cluster->new_anchor,contact support number
Contact Work Hours,2,435,CONTACT_WORK_HOURS,Contact Work Hours,contact,HOURS,cluster->new_anchor,contact work hours
Contact Support Work Hours,1,435,CONTACT_WORK_HOURS,Contact Work Hours,contact,HOURS,cluster->new_anchor,contact support work hours
Credit Express Hỗ trợ Điện thoại Số,1,721,CREDIT_EXPRESS_HO_TRO_IEN_THOAI_SO,Credit Express Hỗ trợ Điện thoại Số,contact,TEXT,cluster->new_anchor,credit express support đien thoai so
Credit Express Support Phone Number,1,722,CREDIT_EXPRESS_SUPPORT_PHONE_NUMBER,Credit Express Support Phone Number,contact,PHONE,cluster->new_anchor,credit express support phone number
Credit Support Team,2,439,CREDIT_SUPPORT_TEAM,Credit Support Team,contact,TEXT,cluster->new_anchor,credit support team
Credit Team,1,439,CREDIT_SUPPORT_TEAM,Credit Support Team,contact,TEXT,cluster->new_anchor,credit team
Credit Support Working Hours,2,440,CREDIT_SUPPORT_WORKING_HOURS,Credit Support Working Hours,contact,HOURS,cluster->new_anchor,credit support hours
Customer,11,131,CUSTOMER,Customer,contact,TEXT,cluster->new_anchor,customer
Customer Activation,2,445,CUSTOMER_ACTIVATION,Customer Activation,contact,TEXT,cluster->new_anchor,customer activation
Customer Activation Status,1,445,CUSTOMER_ACTIVATION,Customer Activation,contact,TEXT,cluster->new_anchor,customer activation status
Customer Branches,1,737,CUSTOMER_BRANCHES,Customer Branches,contact,TEXT,cluster->new_anchor,customer branches
Customer Email,1,738,CUSTOMER_EMAIL,Customer Email,contact,EMAIL,cluster->new_anchor,customer email
Thông tin email của khách hàng,1,738,CUSTOMER_EMAIL,Customer Email,contact,EMAIL,cluster->new_anchor,thong tin email cua customer
customer_service_email,1,738,CUSTOMER_EMAIL,Customer Email,contact,EMAIL,cluster->new_anchor,customer service email
Đặt email dịch vụ khách hàng,1,738,CUSTOMER_EMAIL,Customer Email,contact,EMAIL,cluster->new_anchor,đat email service customer
Customer Express Phone Number.,1,739,CUSTOMER_EXPRESS_PHONE_NUMBER,Customer Express Phone Number.,contact,PHONE,cluster->new_anchor,customer express phone number.
Customer hỗ trợ!,1,772,CUSTOMER_HO_TRO,Customer hỗ trợ!,contact,TEXT,cluster->new_anchor,customer support !
Customer hỗ trợ cho tôi!,1,769,CUSTOMER_HO_TRO_CHO_TOI,Customer hỗ trợ cho tôi!,contact,TEXT,cluster->new_anchor,customer support cho toi!
Customer Hỗ trợ Công việc giờ,1,740,CUSTOMER_HO_TRO_CONG_VIEC_GIO,Customer Hỗ trợ Công việc giờ,contact,TEXT,cluster->new_anchor,customer support cong viec gio
Customer ID,36,48,CUSTOMER_ID,Customer ID,contact,TEXT,cluster->new_anchor,customer id
Điều ID khách hàng,11,48,CUSTOMER_ID,Customer ID,contact,TEXT,cluster->new_anchor,đieu id customer
Điều ID Khách hàng,5,48,CUSTOMER_ID,Customer ID,contact,TEXT,cluster->new_anchor,đieu id customer
Điều ID người dùng,1,48,CUSTOMER_ID,Customer ID,contact,TEXT,cluster->new_anchor,đieu id nguoi dung
Customer Information,2,446,CUSTOMER_INFORMATION,Customer Information,contact,TEXT,cluster->new_anchor,customer information
Customer Management,1,741,CUSTOMER_MANAGEMENT,Customer Management,contact,TEXT,cluster->new_anchor,customer management
Customer Name,3,329,CUSTOMER_NAME,Customer Name,contact,TEXT,cluster->new_anchor,customer name
Customer Number,5,244,CUSTOMER_NUMBER,Customer Number,contact,TEXT,cluster->new_anchor,customer number
Customer Phone,6,206,CUSTOMER_PHONE,Customer Phone,contact,PHONE,cluster->new_anchor,customer phone
Customer Service Hotline,2,206,CUSTOMER_PHONE,Customer Phone,contact,PHONE,cluster->new_anchor,customer service phone
Dịch vụ khách hàng,1,206,CUSTOMER_PHONE,Customer Phone,contact,TEXT,cluster->new_anchor,service customer
Telephone dịch vụ khách hàng,1,206,CUSTOMER_PHONE,Customer Phone,contact,PHONE,cluster->new_anchor,phone service customer
Telephone số dịch vụ khách hàng,1,206,CUSTOMER_PHONE,Customer Phone,contact,PHONE,cluster->new_anchor,phone so service customer
Tài dịch vụ Khách hàng,1,206,CUSTOMER_PHONE,Customer Phone,contact,TEXT,cluster->new_anchor,tai service customer
Customer Phone Number trong quá trình hỗ trợ của chúng tôi,1,742,CUSTOMER_PHONE_NUMBER_TRONG_QUA_TRINH_HO_TRO_CUA_CHUNG_TOI,Customer Phone Number trong quá trình hỗ trợ của chúng tôi,contact,PHONE,cluster->new_anchor,customer phone number trong qua trinh support cua chung toi
Customer Security,1,743,CUSTOMER_SECURITY,Customer Security,contact,TEXT,cluster->new_anchor,customer security
Customer Services,3,332,CUSTOMER_SERVICES,Customer Services,contact,TEXT,cluster->new_anchor,customer services
Customer Support Services,2,332,CUSTOMER_SERVICES,Customer Services,contact,TEXT,cluster->new_anchor,customer support services
Customer Service Center,1,744,CUSTOMER_SERVICE_CENTER,Customer Service Center,contact,TEXT,cluster->new_anchor,customer service center
Customer Service Department,3,330,CUSTOMER_SERVICE_DEPARTMENT,Customer Service Department,contact,TEXT,cluster->new_anchor,customer service department
Customer Service Email Address,120,25,CUSTOMER_SERVICE_EMAIL_ADDRESS,Customer Service Email Address,contact,EMAIL,cluster->new_anchor,customer service email address
Customer Service Email,71,25,CUSTOMER_SERVICE_EMAIL_ADDRESS,Customer Service Email Address,contact,EMAIL,cluster->new_anchor,customer service email
Customer Service Address,3,25,CUSTOMER_SERVICE_EMAIL_ADDRESS,Customer Service Email Address,contact,ADDRESS,cluster->new_anchor,customer service address
Customer Service Address Email,1,25,CUSTOMER_SERVICE_EMAIL_ADDRESS,Customer Service Email Address,contact,EMAIL,cluster->new_anchor,customer service address email
Customer Service Address Email.,1,25,CUSTOMER_SERVICE_EMAIL_ADDRESS,Customer Service Email Address,contact,EMAIL,cluster->new_anchor,customer service address email .
Customer Service Address with Email,1,25,CUSTOMER_SERVICE_EMAIL_ADDRESS,Customer Service Email Address,contact,EMAIL,cluster->new_anchor,customer service address with email
Customer Service Online,1,745,CUSTOMER_SERVICE_ONLINE,Customer Service Online,contact,TEXT,cluster->new_anchor,customer service online
Customer Service Phone Number,423,10,CUSTOMER_SERVICE_PHONE_NUMBER,Customer Service Phone Number,contact,PHONE,cluster->new_anchor,customer service phone number
Customer Service Number,6,10,CUSTOMER_SERVICE_PHONE_NUMBER,Customer Service Phone Number,contact,TEXT,cluster->new_anchor,customer service number
American Express Customer Service Phone Number,2,10,CUSTOMER_SERVICE_PHONE_NUMBER,Customer Service Phone Number,contact,PHONE,cluster->new_anchor,american express customer service phone number
American Express Customer Support Phone Number,2,10,CUSTOMER_SERVICE_PHONE_NUMBER,Customer Service Phone Number,contact,PHONE,cluster->new_anchor,american express customer support phone number
American Express Customer Service Number,1,10,CUSTOMER_SERVICE_PHONE_NUMBER,Customer Service Phone Number,contact,TEXT,cluster->new_anchor,american express customer service number
American Express Customer Support Number,1,10,CUSTOMER_SERVICE_PHONE_NUMBER,Customer Service Phone Number,contact,TEXT,cluster->new_anchor,american express customer support number
American Express Phone Support Number,1,10,CUSTOMER_SERVICE_PHONE_NUMBER,Customer Service Phone Number,contact,PHONE,cluster->new_anchor,american express phone support number
Customer Service Website URL,3,331,CUSTOMER_SERVICE_WEBSITE_URL,Customer Service Website URL,contact,URL,cluster->new_anchor,customer service url url
Customer Service Working Hours,109,27,CUSTOMER_SERVICE_WORKING_HOURS,Customer Service Working Hours,contact,HOURS,cluster->new_anchor,customer service hours
Customer Service Hours,15,27,CUSTOMER_SERVICE_WORKING_HOURS,Customer Service Working Hours,contact,HOURS,cluster->new_anchor,customer service hours
Customer Service,9,27,CUSTOMER_SERVICE_WORKING_HOURS,Customer Service Working Hours,contact,TEXT,cluster->new_anchor,customer service
Customer Service Work Hours,7,27,CUSTOMER_SERVICE_WORKING_HOURS,Customer Service Working Hours,contact,HOURS,cluster->new_anchor,customer service work hours
Dịch vụ Khách hàng Hours,1,27,CUSTOMER_SERVICE_WORKING_HOURS,Customer Service Working Hours,contact,HOURS,cluster->new_anchor,service customer hours
Customer Settings,1,746,CUSTOMER_SETTINGS,Customer Settings,contact,TEXT,cluster->new_anchor,customer settings
Customer Suppor,1,747,CUSTOMER_SUPPOR,Customer Suppor,contact,TEXT,cluster->new_anchor,customer suppor
Customer Support.,1,767,CUSTOMER_SUPPORT,Customer Support.,contact,TEXT,cluster->new_anchor,customer support.
Customer Support Amount,1,748,CUSTOMER_SUPPORT_AMOUNT,Customer Support Amount,contact,TEXT,cluster->new_anchor,customer support amount
Customer Support ca,1,766,CUSTOMER_SUPPORT_CA,Customer Support ca,contact,TEXT,cluster->new_anchor,customer support ca
Customer Support Cards,1,749,CUSTOMER_SUPPORT_CARDS,Customer Support Cards,contact,TEXT,cluster->new_anchor,customer support cards
Customer Support Center,1,750,CUSTOMER_SUPPORT_CENTER,Customer Support Center,contact,TEXT,cluster->new_anchor,customer support center
Customer Support Channel,10,140,CUSTOMER_SUPPORT_CHANNEL,Customer Support Channel,contact,TEXT,cluster->new_anchor,customer support channel
Customer Support Channels,2,447,CUSTOMER_SUPPORT_CHANNELS,Customer Support Channels,contact,TEXT,cluster->new_anchor,customer support channels
Customer Support Contact,2,448,CUSTOMER_SUPPORT_CONTACT,Customer Support Contact,contact,TEXT,cluster->new_anchor,customer support contact
Contact Amex Customer Support,1,448,CUSTOMER_SUPPORT_CONTACT,Customer Support Contact,contact,TEXT,cluster->new_anchor,contact amex customer support
Contact Hỗ trợ Khách hàng,1,448,CUSTOMER_SUPPORT_CONTACT,Customer Support Contact,contact,TEXT,cluster->new_anchor,contact support customer
Customer Support Contact Method,1,751,CUSTOMER_SUPPORT_CONTACT_METHOD,Customer Support Contact Method,contact,TEXT,cluster->new_anchor,customer support contact method
Customer Support Department,15,111,CUSTOMER_SUPPORT_DEPARTMENT,Customer Support Department,contact,TEXT,cluster->new_anchor,customer support department
Customer Hỗ trợ,2,111,CUSTOMER_SUPPORT_DEPARTMENT,Customer Support Department,contact,TEXT,cluster->new_anchor,customer support
Customer hỗ trợ,2,111,CUSTOMER_SUPPORT_DEPARTMENT,Customer Support Department,contact,TEXT,cluster->new_anchor,customer support
hỗ trợ khách hàng,2,111,CUSTOMER_SUPPORT_DEPARTMENT,Customer Support Department,contact,TEXT,cluster->new_anchor,support customer
Customer Hỗ trợ Số,1,111,CUSTOMER_SUPPORT_DEPARTMENT,Customer Support Department,contact,TEXT,cluster->new_anchor,customer support so
Customer Support tại,1,111,CUSTOMER_SUPPORT_DEPARTMENT,Customer Support Department,contact,TEXT,cluster->new_anchor,customer support tai
Customer Support Email.,9,154,CUSTOMER_SUPPORT_EMAIL,Customer Support Email.,contact,EMAIL,cluster->new_anchor,customer support email .
Customer Support Email Resolution,1,752,CUSTOMER_SUPPORT_EMAIL_RESOLUTION,Customer Support Email Resolution,contact,EMAIL,cluster->new_anchor,customer support email resolution
Customer Support Email yêu cầu hỗ trợ,1,753,CUSTOMER_SUPPORT_EMAIL_YEU_CAU_HO_TRO,Customer Support Email yêu cầu hỗ trợ,contact,EMAIL,cluster->new_anchor,customer support email yeu cau support
Customer Support End Time,1,754,CUSTOMER_SUPPORT_END_TIME,Customer Support End Time,contact,TEXT,cluster->new_anchor,customer support end time
Customer Support H,1,755,CUSTOMER_SUPPORT_H,Customer Support H,contact,TEXT,cluster->new_anchor,customer support h
Customer Support Helpline,1,756,CUSTOMER_SUPPORT_HELPLINE,Customer Support Helpline,contact,TEXT,cluster->new_anchor,customer support helpline
Customer Support Location,1,757,CUSTOMER_SUPPORT_LOCATION,Customer Support Location,contact,TEXT,cluster->new_anchor,customer support location
Customer Support Operating Hours,1,758,CUSTOMER_SUPPORT_OPERATING_HOURS,Customer Support Operating Hours,contact,HOURS,cluster->new_anchor,customer support operating hours
Customer Support Page,1,759,CUSTOMER_SUPPORT_PAGE,Customer Support Page,contact,TEXT,cluster->new_anchor,customer support page
Customer Support Page URL,1,759,CUSTOMER_SUPPORT_PAGE,Customer Support Page,contact,URL,cluster->new_anchor,customer support page url
Thông tin hỗ trợ khách hàng URL,1,759,CUSTOMER_SUPPORT_PAGE,Customer Support Page,contact,URL,cluster->new_anchor,thong tin support customer url
Customer Support Phone Line,1,761,CUSTOMER_SUPPORT_PHONE_LINE,Customer Support Phone Line,contact,PHONE,cluster->new_anchor,customer support phone line
Customer Support Phone Number,4950,1,CUSTOMER_SUPPORT_PHONE_NUMBER,Customer Support Phone Number,contact,PHONE,cluster->new_anchor,customer support phone number
Customer Phone Support Number,109,1,CUSTOMER_SUPPORT_PHONE_NUMBER,Customer Support Phone Number,contact,PHONE,cluster->new_anchor,customer phone support number
Customer Phone Number,104,1,CUSTOMER_SUPPORT_PHONE_NUMBER,Customer Support Phone Number,contact,PHONE,cluster->new_anchor,customer phone number
Customer Support Number,66,1,CUSTOMER_SUPPORT_PHONE_NUMBER,Customer Support Phone Number,contact,TEXT,cluster->new_anchor,customer support number
Bank Customer Support Phone Number,15,1,CUSTOMER_SUPPORT_PHONE_NUMBER,Customer Support Phone Number,contact,PHONE,cluster->new_anchor,bank customer support phone number
