label,count,entity,value_type,normalized,note
Security,41,,TEXT,security,below_threshold
Nhạc Người dùng,38,,TEXT,nhac nguoi dung,below_threshold
Customer ID,36,,TEXT,customer id,below_threshold
Công ty Hỗ trợ Điện thoại Số,36,,TEXT,cong ty ho tro đien thoai so,below_threshold
Trang dịch vụ,36,,TEXT,trang dich vu,below_threshold
Contact Settings,33,,TEXT,contact settings,below_threshold
Credit Card Number,33,,TEXT,credit cardnumber,below_threshold
Công ty,32,,TEXT,cong ty,below_threshold
Contact Information,31,,TEXT,contact information,below_threshold
Loan Department,31,,TEXT,loan department,below_threshold
Loan Hỗ trợ Nhóm,31,,TEXT,loan ho tro nhom,below_threshold
Mobile Banking App,31,,TEXT,mobile banking app,below_threshold
Tên Công ty,31,,TEXT,ten cong ty,below_threshold
Account Summary,30,,TEXT,account summary,below_threshold
Cài đặt mật khẩu,30,,TEXT,cai đat password,below_threshold
Payment History,30,,TEXT,payment history,below_threshold
Tập nhật thanh toán,30,,TEXT,tap nhat thanh toan,below_threshold
Account Login,29,,TEXT,account login,below_threshold
Bank Account,29,,TEXT,bank account,below_threshold
Bank,27,,TEXT,bank,below_threshold
Transactions,27,,TEXT,transaction,below_threshold
Loan,26,,TEXT,loan,below_threshold
Mortgage Provider,26,,TEXT,mortgage provider,below_threshold
Mortgage Support Team,26,,TEXT,mortgage support team,below_threshold
View Fees,26,,TEXT,view fee,below_threshold
Điều người dùng,26,,TEXT,đieu nguoi dung,below_threshold
Account Settings,25,,TEXT,account settings,below_threshold
Loan Payments,25,,TEXT,loan payments,below_threshold
Ngân hàng Hỗ trợ Khách hàng Điện thoại Số,23,,TEXT,ngan hang ho tro khach hang đien thoai so,below_threshold
Contact Number,22,,TEXT,contact number,below_threshold
Mortgage,22,,TEXT,mortgage,below_threshold
Online Banking,22,,TEXT,online banking,below_threshold
Thanks History,22,,TEXT,thanks history,below_threshold
Điều điện thoại,22,,TEXT,đieu đien thoai,below_threshold
24/7 Hỗ trợ khách hàng,21,,TEXT,24 7 ho tro khach hang,below_threshold
App Ngân hàng,21,,TEXT,app ngan hang,below_threshold
Billing History,21,,TEXT,billing history,below_threshold
Credit Cards,21,,TEXT,credit cards,below_threshold
Mortgage Department,21,,TEXT,mortgage department,below_threshold
Trang ngân hàng,21,,TEXT,trang ngan hang,below_threshold
Username,21,,TEXT,username,below_threshold
Cancel,20,,TEXT,cancel,below_threshold
Transaction ID,20,,TEXT,transaction id,below_threshold
Điều Tài khoản,20,,TEXT,đieu account,below_threshold
Điều Tài khoản Ngân hàng,20,,TEXT,đieu account ngan hang,below_threshold
Conta Settings,19,,TEXT,conta settings,below_threshold
Credit Card Provider,19,,TEXT,credit card provider,below_threshold
Loan Management,19,,TEXT,loan management,below_threshold
Loan Provider,19,,TEXT,loan provider,below_threshold
Cards,18,,TEXT,cards,below_threshold
Credit Card Activation,18,,TEXT,credit card activation,below_threshold
Công ty vay,18,,TEXT,cong ty vay,below_threshold
Loan Number,18,,TEXT,loan number,below_threshold
Mortgage Assistance Team,18,,TEXT,mortgage assistance team,below_threshold
Account Overview,17,,TEXT,account overview,below_threshold
Card Details,17,,TEXT,card details,below_threshold
Loan Support Team,17,,TEXT,loan support team,below_threshold
Mortgage Department Điện thoại Số,17,,TEXT,mortgage department đien thoai so,below_threshold
Bank Mobile App,16,,TEXT,bank mobile app,below_threshold
Manage Cards,16,,TEXT,manage cards,below_threshold
Mortgage Payments,16,,TEXT,mortgage payments,below_threshold
Customer Support Department,15,,TEXT,customer support department,below_threshold
Customer Support Number.,15,,TEXT,customer support number.,below_threshold
Công ty Hỗ trợ số điện thoại,15,,TEXT,cong ty ho tro so đien thoai,below_threshold
Hiện khoản số,15,,TEXT,hien khoan so,below_threshold
Tập nhật tài khoản,15,,TEXT,tap nhat account,below_threshold
tên sử dụng,15,,TEXT,ten su dung,below_threshold
Điều điện thoại Hỗ trợ Khách hàng,15,,TEXT,đieu đien thoai ho tro khach hang,below_threshold
Công ty Hỗ trợ Điện thoại số,14,,TEXT,cong ty ho tro đien thoai so,below_threshold
Live Chat Support,14,,TEXT,live chat support,below_threshold
My Account,14,,TEXT,my account,below_threshold
Transaction History,14,,TEXT,transaction history,below_threshold
Transfer,14,,TEXT,transfer,below_threshold
Amount,13,,TEXT,amount,below_threshold
Close Tài khoản,13,,TEXT,close account,below_threshold
Loan Hỗ trợ Điện thoại Số,13,,TEXT,loan ho tro đien thoai so,below_threshold
Nhạc Ngân hàng,13,,TEXT,nhac ngan hang,below_threshold
Trang Ngân hàng,13,,TEXT,trang ngan hang,below_threshold
tên mật khẩu,13,,TEXT,ten password,below_threshold
Điều điện thoại Dịch vụ Khách hàng,13,,TEXT,đieu đien thoai dich vu khach hang,below_threshold
Account Fees,12,,TEXT,account fee,below_threshold
Ccount Number,12,,TEXT,ccount number,below_threshold
Loan Số,12,,TEXT,loan so,below_threshold
My Loans,12,,TEXT,my loans,below_threshold
Ngân hàng Dịch vụ Điện thoại Số,12,,TEXT,ngan hang dich vu đien thoai so,below_threshold
Nhạc máy tính,12,,TEXT,nhac may tinh,below_threshold
Response Time,12,,TEXT,response time,below_threshold
tên người dùng,12,,TEXT,ten nguoi dung,below_threshold
Điều điện thoại dịch vụ khách hàng,12,,TEXT,đieu đien thoai dich vu khach hang,below_threshold
Credit App,11,,TEXT,credit app,below_threshold
Customer,11,,TEXT,customer,below_threshold
Forgot Password,11,,TEXT,forgot password,below_threshold
Loan ID,11,,TEXT,loan id,below_threshold
Mobile App,11,,TEXT,mobile app,below_threshold
Trang web Ngân hàng,11,,TEXT,trang web ngan hang,below_threshold
Transfer Amount,11,,TEXT,transfer amount,below_threshold
tín số tài khoản,11,,TEXT,tin so account,below_threshold
Điều ID khách hàng,11,,TEXT,đieu id khach hang,below_threshold
Điều hỗ trợ khách hàng Điện thoại,11,,TEXT,đieu ho tro khach hang đien thoai,below_threshold
Điều mật,11,,TEXT,đieu mat,below_threshold
Điều tiền gửi,11,,TEXT,đieu tien gui,below_threshold
ATM Location,10,,TEXT,atm location,below_threshold
CVV,10,,TEXT,cvv,below_threshold
Contact,10,,TEXT,contact,below_threshold
Credit Services,10,,TEXT,credit services,below_threshold
Customer Support Channel,10,,TEXT,customer support channel,below_threshold
Login,10,,TEXT,login,below_threshold
Mortgage Payment,10,,TEXT,mortgage payment,below_threshold
Name on Card,10,,TEXT,name on card,below_threshold
Payment,10,,TEXT,payment,below_threshold
Settings,10,,TEXT,settings,below_threshold
Trang dịch vụ của người nhận,10,,TEXT,trang dich vu cua nguoi nhan,below_threshold
Điều tài khoản của bạn,10,,TEXT,đieu account cua ban,below_threshold
Điều điện thoại Dịch vụ khách hàng,10,,TEXT,đieu đien thoai dich vu khach hang,below_threshold
Điều điện thoại Hỗ trợ khách hàng,10,,TEXT,đieu đien thoai ho tro khach hang,below_threshold
24/7 Nhóm Hỗ trợ Khách hàng,9,,TEXT,24 7 nhom ho tro khach hang,below_threshold
Account ID,9,,TEXT,account id,below_threshold
Balance,9,,TEXT,balance,below_threshold
Card Services,9,,TEXT,card services,below_threshold
Close,9,,TEXT,close,below_threshold
Conta Number,9,,TEXT,conta number,below_threshold
Credit Management,9,,TEXT,credit management,below_threshold
Customer Service,9,,TEXT,customer service,below_threshold
Customer Support Email.,9,,TEXT,customer support email.,below_threshold
Expiration Date,9,,TEXT,expiry date,below_threshold
Login Page,9,,TEXT,login page,below_threshold
Ngân hàng Dịch vụ Khách hàng Điện thoại Số,9,,TEXT,ngan hang dich vu khach hang đien thoai so,below_threshold
Ngân hàng Hỗ trợ Điện thoại Số,9,,TEXT,ngan hang ho tro đien thoai so,below_threshold
Nhạc máy,9,,TEXT,nhac may,below_threshold
Nhạc tài khoản,9,,TEXT,nhac account,below_threshold
Send Money,9,,TEXT,send money,below_threshold
Support,9,,TEXT,support,below_threshold
Transfer History,9,,TEXT,transfer history,below_threshold
Transfer ID,9,,TEXT,transfer id,below_threshold
Tài điện thoại,9,,TEXT,tai đien thoai,below_threshold
Điện thư điện tử,9,,TEXT,đien thu đien tu,below_threshold
Card Activation,8,,TEXT,card activation,below_threshold
City,8,,TEXT,city,below_threshold
Credit,8,,TEXT,credit,below_threshold
Credit Account,8,,TEXT,credit account,below_threshold
Credit Card Management,8,,TEXT,credit card management,below_threshold
Công ty Tên,8,,TEXT,cong ty ten,below_threshold
Delete Account,8,,TEXT,delete account,below_threshold
Delete Profile,8,,TEXT,delete profile,below_threshold
Google Maps,8,,TEXT,google maps,below_threshold
Loan Details,8,,TEXT,loan details,below_threshold
Loan Reference Number,8,,TEXT,loan reference number,below_threshold
Mobile Bank,8,,TEXT,mobile bank,below_threshold
Mortgage History,8,,TEXT,mortgage history,below_threshold
Nhạc Tài khoản,8,,TEXT,nhac account,below_threshold
Tập lịch sử thanh toán,8,,TEXT,tap lich su thanh toan,below_threshold
Điều giao dịch,8,,TEXT,đieu transaction,below_threshold
ATM Locator,7,,TEXT,atm locator,below_threshold
Activate Card,7,,TEXT,activate card,below_threshold
Branch Locator,7,,TEXT,branch locator,below_threshold
Cancel Card,7,,TEXT,cancel card,below_threshold
Cancel Loan,7,,TEXT,cancel loan,below_threshold
Card Provider,7,,TEXT,card provider,below_threshold
Contact Details,7,,TEXT,contact details,below_threshold
Contact Method,7,,TEXT,contact method,below_threshold
Credit Card Online Portal,7,,TEXT,credit card online portal,below_threshold
Credit Name,7,,TEXT,credit name,below_threshold
Công số tài khoản,7,,TEXT,cong so account,below_threshold
Công ty thuê nhà,7,,TEXT,cong ty thue nha,below_threshold
Công ty vay số điện thoại,7,,TEXT,cong ty vay so đien thoai,below_threshold
Loan Account,7,,TEXT,loan account,below_threshold
Loan Amount,7,,TEXT,loan amount,below_threshold
Loan Department Điện thoại Số,7,,TEXT,loan department đien thoai so,below_threshold
Mortgage Customer Support Team,7,,TEXT,mortgage customer support team,below_threshold
Refund,7,,TEXT,refund,below_threshold
Thanks,7,,TEXT,thanks,below_threshold
Thông tin tài khoản,7,,TEXT,thong tin account,below_threshold
Transaction Date,7,,TEXT,transaction date,below_threshold
Tài số điện thoại,7,,TEXT,tai so đien thoai,below_threshold
Tên tài khoản,7,,TEXT,ten account,below_threshold
View Mortgage Payments,7,,TEXT,view mortgage payments,below_threshold
Điều ID Tài khoản,7,,TEXT,đieu id account,below_threshold
Điều tiền,7,,TEXT,đieu tien,below_threshold
AMEX Hỗ trợ Khách hàng Điện thoại Số,6,AMEX,TEXT,amex ho tro khach hang đien thoai so,below_threshold
Apple Maps,6,,TEXT,apple maps,below_threshold
Bank Customer Service Number,6,,TEXT,bank customer service number,below_threshold
Banking,6,,TEXT,banking,below_threshold
Branch Locations,6,,TEXT,branch locations,below_threshold
Comp,6,,TEXT,comp,below_threshold
Contact Page,6,,TEXT,contact page,below_threshold
Contact Thông tin,6,,TEXT,contact thong tin,below_threshold
Credit Settings,6,,TEXT,credit settings,below_threshold
Customer Service Number,6,,TEXT,customer service number,below_threshold
Customer Support Work Hours.,6,,TEXT,customer support work hours.,below_threshold
Các thẻ tín dụng,6,,TEXT,cac card tin dung,below_threshold
Công ty Hỗ trợ Điện thoại,6,,TEXT,cong ty ho tro đien thoai,below_threshold
Công ty đặt cọc,6,,TEXT,cong ty đat coc,below_threshold
Công việc ngân hàng,6,,TEXT,cong viec ngan hang,below_threshold
Loan bộ phận số điện thoại,6,,TEXT,loan bo phan so đien thoai,below_threshold
Mortgage Hỗ trợ Bộ,6,,TEXT,mortgage ho tro bo,below_threshold
Mortgage Services,6,,TEXT,mortgage services,below_threshold
Name on the Card,6,,TEXT,name on card card,below_threshold
Order Number,6,,TEXT,order number,below_threshold
Request Cancellation,6,,TEXT,request cancellation,below_threshold
Save,6,,TEXT,save,below_threshold
Trang dịch vụ ngân hàng,6,,TEXT,trang dich vu ngan hang,below_threshold
Transfer Date,6,,TEXT,transfer date,below_threshold
Transfer Reference Number,6,,TEXT,transfer reference number,below_threshold
Transfers,6,,TEXT,transfers,below_threshold
Tên công ty,6,,TEXT,ten cong ty,below_threshold
Tập lịch giao dịch,6,,TEXT,tap lich transaction,below_threshold
Tập toán tổng hợp,6,,TEXT,tap toan tong hop,below_threshold
View Payments,6,,TEXT,view payments,below_threshold
name,6,,TEXT,name,below_threshold
Điều Tài khoản Loan,6,,TEXT,đieu account loan,below_threshold
Điều dùng tài khoản,6,,TEXT,đieu dung account,below_threshold
Điều giao dịch ID,6,,TEXT,đieu transaction id,below_threshold
Điều tài khoản của người nhận,6,,TEXT,đieu account cua nguoi nhan,below_threshold
Điều tài khoản ngân hàng,6,,TEXT,đieu account ngan hang,below_threshold
Điều đơn,6,,TEXT,đieu đon,below_threshold
Điện thư,6,,TEXT,đien thu,below_threshold
Account Information,5,,TEXT,account information,below_threshold
American Express Dịch vụ Điện thoại Số,5,AMERICAN_EXPRESS,TEXT,american express dich vu đien thoai so,below_threshold
App Name,5,,TEXT,app name,below_threshold
Block Card,5,,TEXT,block card,below_threshold
Card Issuer,5,,TEXT,card issuer,below_threshold
Cards Quản lý,5,,TEXT,cards quan ly,below_threshold
Check Balance,5,,TEXT,check balance,below_threshold
Conta Cancel,5,,TEXT,conta cancel,below_threshold
Conta Summary,5,,TEXT,conta summary,below_threshold
Contact Cancel,5,,TEXT,contact cancel,below_threshold
Contact Closed,5,,TEXT,contact closed,below_threshold
Credit Card Account,5,,TEXT,credit card account,below_threshold
Credit Card Services,5,,TEXT,credit card services,below_threshold
Customer Number,5,,TEXT,customer number,below_threshold
Date,5,,TEXT,date,below_threshold
Hôm làm việc,5,,TEXT,hom lam viec,below_threshold
Loan Application Number,5,,TEXT,loan application number,below_threshold
Loan Hỗ trợ Số Điện thoại,5,,TEXT,loan ho tro so đien thoai,below_threshold
Loan Số tài khoản,5,,TEXT,loan so account,below_threshold
Loan Tài khoản,5,,TEXT,loan account,below_threshold
Loan Ứng dụng ID,5,,TEXT,loan ung dung id,below_threshold
Lock Card,5,,TEXT,lock card,below_threshold
Mobile Banking,5,,TEXT,mobile banking,below_threshold
Mortgage Assistance Department,5,,TEXT,mortgage assistance department,below_threshold
Mortgage Cancellation Department,5,,TEXT,mortgage cancellation department,below_threshold
Mortgage Department Điện thoại số,5,,TEXT,mortgage department đien thoai so,below_threshold
Mortgage bộ phận số điện thoại,5,,TEXT,mortgage bo phan so đien thoai,below_threshold
My Cards,5,,TEXT,my cards,below_threshold
Name Ngân hàng,5,,TEXT,name ngan hang,below_threshold
Name ngân hàng,5,,TEXT,name ngan hang,below_threshold
Nhà công ty,5,,TEXT,nha cong ty,below_threshold
Nhạc nhân,5,,TEXT,nhac nhan,below_threshold
Number Order,5,,TEXT,number order,below_threshold
Online Banking Portal,5,,TEXT,online banking portal,below_threshold
Online Lender 2,5,,TEXT,online lender 2,below_threshold
Số điện thoại Hỗ trợ Khách hàng Ngân hàng,5,,TEXT,so đien thoai ho tro khach hang ngan hang,below_threshold
Tay sinh,5,,TEXT,tay sinh,below_threshold
Trang web của Ngân hàng,5,,TEXT,trang web cua ngan hang,below_threshold
Trang web ngân hàng,5,,TEXT,trang web ngan hang,below_threshold
Tài điện thoại hỗ trợ khách hàng,5,,TEXT,tai đien thoai ho tro khach hang,below_threshold
Tên sinh,5,,TEXT,ten sinh,below_threshold
Update,5,,TEXT,update,below_threshold
View Account Fees,5,,TEXT,view account fee,below_threshold
Zip Code,5,,TEXT,zip code,below_threshold
Điều,5,,TEXT,đieu,below_threshold
Điều ID Khách hàng,5,,TEXT,đieu id khach hang,below_threshold
Điều Tài khoản thuê nhà,5,,TEXT,đieu account thue nha,below_threshold
Điều Điện thoại Hỗ trợ Khách hàng,5,,TEXT,đieu đien thoai ho tro khach hang,below_threshold
Account Charges,4,,TEXT,account charges,below_threshold
Account Details,4,,TEXT,account details,below_threshold
Account Recovery,4,,TEXT,account recovery,below_threshold
Bank App Name,4,,TEXT,bank app name,below_threshold
Bank Branch,4,,TEXT,bank branch,below_threshold
Billing Details,4,,TEXT,billing details,below_threshold
Billing Information,4,,TEXT,billing information,below_threshold
Cancel Account,4,,TEXT,cancel account,below_threshold
Cancel Transfer,4,,TEXT,cancel transfer,below_threshold
Card Balances,4,,TEXT,card balances,below_threshold
Card Information,4,,TEXT,card information,below_threshold
Cardholder Name,4,,TEXT,cardholder name,below_threshold
Cards Hủy,4,,TEXT,cards huy,below_threshold
Cards Management,4,,TEXT,cards management,below_threshold
Create Account,4,,TEXT,create account,below_threshold
Credit Card Details,4,,TEXT,credit card details,below_threshold
Credit Card Name,4,,TEXT,credit card name,below_threshold
Credit Number,4,,TEXT,credit number,below_threshold
Customer Support Account Number,4,,TEXT,customer support account number,below_threshold
Công số Tài khoản,4,,TEXT,cong so account,below_threshold
Công ty Hỗ trợ,4,,TEXT,cong ty ho tro,below_threshold
Công ty Ngân hàng,4,,TEXT,cong ty ngan hang,below_threshold
Công ty bảo mật,4,,TEXT,cong ty security,below_threshold
Công ty dịch vụ tiền mặt,4,,TEXT,cong ty dich vu tien mat,below_threshold
Công ty và điều kiện,4,,TEXT,cong ty va đieu kien,below_threshold
Công ty Đánh giá,4,,TEXT,cong ty đanh gia,below_threshold
Công ước và Điều khoản,4,,TEXT,cong uoc va đieu khoan,below_threshold
Cắt tài khoản,4,,TEXT,cat account,below_threshold
Hiện khoản ID,4,,TEXT,hien khoan id,below_threshold
Hiện khoản tín dụng,4,,TEXT,hien khoan tin dung,below_threshold
Loan Assistance Team,4,,TEXT,loan assistance team,below_threshold
Loan Department Điện thoại số,4,,TEXT,loan department đien thoai so,below_threshold
Loan Hỗ trợ Khách hàng,4,,TEXT,loan ho tro khach hang,below_threshold
Loan Số tham khảo,4,,TEXT,loan so tham khao,below_threshold
Mobile App Name,4,,TEXT,mobile app name,below_threshold
Mortgage Customer Service Team,4,,TEXT,mortgage customer service team,below_threshold
Mortgage Hỗ trợ Nhóm,4,,TEXT,mortgage ho tro nhom,below_threshold
Mortgage Hủy bỏ số điện thoại,4,,TEXT,mortgage huy bo so đien thoai,below_threshold
Ngân hàng Hỗ trợ Khách hàng,4,,TEXT,ngan hang ho tro khach hang,below_threshold
Nhà người sử dụng,4,,TEXT,nha nguoi su dung,below_threshold
Nhà tài khoản,4,,TEXT,nha account,below_threshold
Nhạc,4,,TEXT,nhac,below_threshold
Online Lender 1,4,,TEXT,online lender 1,below_threshold
Pricing,4,,TEXT,pricing,below_threshold
Request Loan Cancellation,4,,TEXT,request loan cancellation,below_threshold
Submit,4,,TEXT,submit,below_threshold
Thanks Details,4,,TEXT,thanks details,below_threshold
Thanks ID,4,,TEXT,thanks id,below_threshold
Thiện giao dịch,4,,TEXT,thien transaction,below_threshold
Thuyết minh,4,,TEXT,thuyet minh,below_threshold
Trang dịch vụ số,4,,TEXT,trang dich vu so,below_threshold
Travel Dates,4,,TEXT,travel dates,below_threshold
Type Tài khoản,4,,TEXT,type account,below_threshold
Tài liệu thẻ tín dụng,4,,TEXT,tai lieu card tin dung,below_threshold
Tên của người nhận,4,,TEXT,ten cua nguoi nhan,below_threshold
Tên đầu tiên,4,,TEXT,ten đau tien,below_threshold
Tất cả tên,4,,TEXT,tat ca ten,below_threshold
Tập trình giao dịch,4,,TEXT,tap trinh transaction,below_threshold
View Loan Payments,4,,TEXT,view loan payments,below_threshold
View Payment History,4,,TEXT,view payment history,below_threshold
Void,4,,TEXT,void,below_threshold
Điều Chuyển khoản Ngân hàng,4,,TEXT,đieu chuyen khoan ngan hang,below_threshold
Điều Số Tài khoản Loan,4,,TEXT,đieu so account loan,below_threshold
Điều chuyển khoản,4,,TEXT,đieu chuyen khoan,below_threshold
Điều hỗ trợ khách hàng,4,,TEXT,đieu ho tro khach hang,below_threshold
Điều khoản vay,4,,TEXT,đieu khoan vay,below_threshold
Điều số điện thoại hỗ trợ khách hàng,4,,TEXT,đieu so đien thoai ho tro khach hang,below_threshold
Điều thuê,4,,TEXT,đieu thue,below_threshold
Điều thẻ,4,,TEXT,đieu card,below_threshold
Điều đăng ký,4,,TEXT,đieu đang ky,below_threshold
Điều đặt tài khoản,4,,TEXT,đieu đat account,below_threshold
Điện,4,,TEXT,đien,below_threshold
24/7 Customer Support Team,3,,TEXT,24 7 customer support team,below_threshold
AMEX Hỗ trợ khách hàng Điện thoại Số,3,AMEX,TEXT,amex ho tro khach hang đien thoai so,below_threshold
Account Username,3,,TEXT,account username,below_threshold
Activate,3,,TEXT,activate,below_threshold
American Express Dịch vụ Điện thoại số,3,AMERICAN_EXPRESS,TEXT,american express dich vu đien thoai so,below_threshold
American Express Hỗ trợ Điện thoại Số,3,AMERICAN_EXPRESS,TEXT,american express ho tro đien thoai so,below_threshold
Annual Fees,3,,TEXT,annual fee,below_threshold
App Mobile Bank,3,,TEXT,app mobile bank,below_threshold
App Store/Google Play Store,3,,TEXT,appstore playstore store,below_threshold
Bank Khách hàng Dịch vụ Điện thoại Số,3,,TEXT,bank khach hang dich vu đien thoai so,below_threshold
Billing Summary,3,,TEXT,billing summary,below_threshold
Branch Location,3,,TEXT,branch location,below_threshold
Cards Details,3,,TEXT,cards details,below_threshold
Cards Manage,3,,TEXT,cards manage,below_threshold
Cards Settings,3,,TEXT,cards settings,below_threshold
Cards quản lý,3,,TEXT,cards quan ly,below_threshold
Credit Card App,3,,TEXT,credit card app,below_threshold
Credit Card Information,3,,TEXT,credit card information,below_threshold
Credit Card!,3,,TEXT,credit card!,below_threshold
Credit Details,3,,TEXT,credit details,below_threshold
Customer Card,3,,TEXT,customer card,below_threshold
Customer Hỗ trợ Điện thoại Số,3,,TEXT,customer ho tro đien thoai so,below_threshold
Customer Name,3,,TEXT,customer name,below_threshold
Customer Service Department,3,,TEXT,customer service department,below_threshold
Customer Service Team,3,,TEXT,customer service team,below_threshold
Customer Services,3,,TEXT,customer services,below_threshold
Customer URL.,3,,TEXT,customer url.,below_threshold
Cài đặt an toàn,3,,TEXT,cai đat an toan,below_threshold
Cài đặt thẻ,3,,TEXT,cai đat card,below_threshold
Các cài đặt tài khoản,3,,TEXT,cac cai đat account,below_threshold
Các số điện thoại hỗ trợ khách hàng,3,,TEXT,cac so đien thoai ho tro khach hang,below_threshold
Các thẻ quản lý,3,,TEXT,cac card quan ly,below_threshold
Công số Tài khoản của Người nhận,3,,TEXT,cong so account cua nguoi nhan,below_threshold
Công ty Hỗ trợ Điện thoại số.,3,,TEXT,cong ty ho tro đien thoai so.,below_threshold
Công ty Số,3,,TEXT,cong ty so,below_threshold
Công việc thẻ,3,,TEXT,cong viec card,below_threshold
Công ước quyền riêng tư,3,,TEXT,cong uoc quyen rieng tu,below_threshold
Cắt Tài khoản,3,,TEXT,cat account,below_threshold
Fee and Charges,3,,TEXT,fee and charges,below_threshold
Find ATM,3,,TEXT,find atm,below_threshold
Fraud Department,3,,TEXT,fraud department,below_threshold
Google Play,3,,TEXT,playstore,below_threshold
Hiện dịch,3,,TEXT,hien dich,below_threshold
Hiện khoản dịch vụ điện thoại của khách hàng,3,,TEXT,hien khoan dich vu đien thoai cua khach hang,below_threshold
Hour Working,3,,TEXT,hour working,below_threshold
Hủy bỏ Bộ Điện thoại số,3,,TEXT,huy bo bo đien thoai so,below_threshold
Identification Documents,3,,TEXT,identification documents,below_threshold
Lan Tài khoản của tôi,3,,TEXT,lan account cua toi,below_threshold
Loan Application,3,,TEXT,loan application,below_threshold
Loan Cancellation Department,3,,TEXT,loan cancellation department,below_threshold
Loan Customer Support Team,3,,TEXT,loan customer support team,below_threshold
Loan Dịch vụ,3,,TEXT,loan dich vu,below_threshold
Loan Hủy bỏ số điện thoại,3,,TEXT,loan huy bo so đien thoai,below_threshold
Loan Hủy vay số điện thoại,3,,TEXT,loan huy vay so đien thoai,below_threshold
Loan Processing Time,3,,TEXT,loan processing time,below_threshold
Loan Số ứng dụng,3,,TEXT,loan so ung dung,below_threshold
Mortgage Agreement,3,,TEXT,mortgage agreement,below_threshold
Mortgage Assistance,3,,TEXT,mortgage assistance,below_threshold
Mortgage Dịch vụ khách hàng,3,,TEXT,mortgage dich vu khach hang,below_threshold
Mortgage Hỗ trợ Khách hàng,3,,TEXT,mortgage ho tro khach hang,below_threshold
Mortgage Hỗ trợ Điện thoại Số,3,,TEXT,mortgage ho tro đien thoai so,below_threshold
Mortgage Lender,3,,TEXT,mortgage lender,below_threshold
Mortgage Portal,3,,TEXT,mortgage portal,below_threshold
Mortgage Service,3,,TEXT,mortgage service,below_threshold
My Fees,3,,TEXT,my fee,below_threshold
My Orders,3,,TEXT,my orders,below_threshold
My Transactions,3,,TEXT,my transaction,below_threshold
NameBank,3,,TEXT,namebank,below_threshold
Ngày sinh,3,,TEXT,ngay sinh,below_threshold
Nhạc tài khoản người nhận,3,,TEXT,nhac account nguoi nhan,below_threshold
Nhạc điện thoại hỗ trợ khách hàng,3,,TEXT,nhac đien thoai ho tro khach hang,below_threshold
Number Tài khoản Ngân hàng,3,,TEXT,number account ngan hang,below_threshold
Recent Transactions,3,,TEXT,recent transaction,below_threshold
Report Lost/Stolen,3,,TEXT,report lost stolen,below_threshold
Security Code,3,,TEXT,security code,below_threshold
Set Password,3,,TEXT,set password,below_threshold
Social Media Platform,3,,TEXT,social media platform,below_threshold
Statement,3,,TEXT,statement,below_threshold
Số Dịch vụ Khách hàng Ngân hàng,3,,TEXT,so dich vu khach hang ngan hang,below_threshold
Số tài khoản của bạn,3,,TEXT,so account cua ban,below_threshold
Thuyết định tài khoản,3,,TEXT,thuyet đinh account,below_threshold
Thuyền hỗ trợ khách hàng Điện thoại số,3,,TEXT,thuyen ho tro khach hang đien thoai so,below_threshold
Thời gian,3,,TEXT,thoi gian,below_threshold
Thời gian và thời gian,3,,TEXT,thoi gian va thoi gian,below_threshold
Transaction,3,,TEXT,transaction,below_threshold
Transaction Amount,3,,TEXT,transaction amount,below_threshold
Transaction Details,3,,TEXT,transaction details,below_threshold
Transaction Number,3,,TEXT,transaction number,below_threshold
Trung Quốc 1,3,,TEXT,trung quoc 1,below_threshold
Trung Quốc 2,3,,TEXT,trung quoc 2,below_threshold
Tài khoản hỗ trợ khách hàng,3,,TEXT,account ho tro khach hang,below_threshold
Tên cuối cùng,3,,TEXT,ten cuoi cung,below_threshold
Tên ngân hàng,3,,TEXT,ten ngan hang,below_threshold
Tên thẻ,3,,TEXT,ten card,below_threshold
Tên điện thoại,3,,TEXT,ten đien thoai,below_threshold
Tìm kiếm một số thông tin chi tiết của bạn.,3,,TEXT,tim kiem mot so thong tin chi tiet cua ban.,below_threshold
Tín dụng,3,,TEXT,tin dung,below_threshold
Tăng cường điện thoại,3,,TEXT,tang cuong đien thoai,below_threshold
Tăng trợ điện thoại,3,,TEXT,tang tro đien thoai,below_threshold
Tập lịch sử tài khoản,3,,TEXT,tap lich su account,below_threshold
Tập nhật giao dịch,3,,TEXT,tap nhat transaction,below_threshold
Tập toán Lịch sử,3,,TEXT,tap toan lich su,below_threshold
Tập toán lịch sử,3,,TEXT,tap toan lich su,below_threshold
Visa Card Number,3,VISA,TEXT,visa cardnumber,below_threshold
password,3,,TEXT,password,below_threshold
tên của người gửi,3,,TEXT,ten cua nguoi gui,below_threshold
tên sử,3,,TEXT,ten su,below_threshold
Điều Tài khoản Mortgage,3,,TEXT,đieu account mortgage,below_threshold
Điều chuyển giao,3,,TEXT,đieu chuyen giao,below_threshold
Điều cuối cùng,3,,TEXT,đieu cuoi cung,below_threshold
Điều khoản hỗ trợ khách hàng,3,,TEXT,đieu khoan ho tro khach hang,below_threshold
Điều khoản tiền ôn,3,,TEXT,đieu khoan tien on,below_threshold
Điều ngân hàng,3,,TEXT,đieu ngan hang,below_threshold
Điều tín dụng,3,,TEXT,đieu tin dung,below_threshold
Điều Địa chỉ Thư,3,,TEXT,đieu đia chi thu,below_threshold
